city,state,latitude,longitude,hour,day_of_week,month,temperature,humidity,wind_speed,visibility,precipitation,pressure,traffic_density,road_type_highway,road_type_arterial,road_type_collector,road_type_local,weather_condition_numeric,population_density,seismic_zone,seismic_zone_risk,coastal,earthquake_risk,tsunami_risk,risk_level,severity_level
Mumbai,Maharashtra,19.045446990407537,72.84650207585241,17,2,6,16.792715190509735,59.477128482773715,0.8131608220268782,7.9823359630380075,2.145507411804537,996.1445065866143,0.7766993889978514,0,0,0,1,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.066577758995813,72.91068811196507,2,3,10,18.66566654103601,47.94991324206734,5.90516130279032,11.459542484755348,0.10443959045882256,1009.284752866759,0.774960664415351,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.117079702602098,72.96918748832297,18,6,11,23.112976582089246,64.07098779461742,0.10055290564924618,2.3585967208627086,1.3684999527975474,1012.5688836567962,0.6957422926157629,0,0,1,0,5,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.093213950411744,72.96320473171608,22,4,4,17.562142515490958,52.541327227286715,10.016700686496753,19.36079390539883,1.1205022192283007,1001.7267148776721,0.8091716271713864,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,2,3
Mumbai,Maharashtra,19.16913583519434,72.82933864062356,15,3,3,28.094279692000242,69.13885460443673,9.646370626475507,19.778299513210484,0.32130095920015483,978.4622997216029,0.9689674509585098,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.148023054558124,72.92150898309522,17,6,7,24.725515361603517,89.82941474188252,11.891539907147648,19.59283049277863,1.71402722102747,1007.2916623420882,0.8838422681265273,1,0,0,0,1,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.018520120701965,72.79353374299691,23,0,7,28.81503536957575,63.226079208407626,3.757478748947795,8.505385532397558,2.6651121724479543,1010.1864325442449,0.7468004810607284,0,1,0,0,3,20000.0,3,0.6,1,0.2,0.0,3,2
Mumbai,Maharashtra,19.048659880887726,72.82266361314828,9,6,11,35.68583879476037,59.60503565503421,8.111445804341045,8.449307172095065,0.2270696980339036,1010.460622156557,0.7445608442286813,0,0,0,1,2,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.175428136649586,72.9361768273763,0,1,8,39.56482866492632,41.94943068936435,1.0455383635382576,13.389224768424901,2.0090070999890197,1016.8794284827757,0.7253521158002484,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.1623337262534,72.788339221372,3,0,11,20.075564245882816,44.240244682342414,5.845772892354988,11.735199536054477,0.22479041223649604,1015.6327175443614,0.3446308817618707,0,0,0,1,1,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.09374274192578,72.97608298826734,13,2,10,26.880881587239358,48.45511893226591,25.166702158523204,9.528085791809511,0.1984345023154433,1011.7761514147057,0.7065632771147323,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.172197484117724,72.8959199479231,22,4,6,34.30467993580231,47.819598466941635,3.8344147701006017,19.050474630720046,1.3278594812678102,999.8981963448297,0.9196998828299178,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.087632859253784,72.85928870577413,20,6,4,25.041437474989895,78.20175962447922,1.5482394611810664,7.349349342470964,0.6033294690640125,1017.2361970134889,0.9822113034662173,1,0,0,0,0,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,18.99869577134587,72.78567893813822,0,2,4,29.804889337417787,79.03640441782346,21.808273459153305,16.458490109035278,1.3636173702081038,1021.5079167863997,0.4251369642479787,0,0,1,0,5,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.124309095151713,72.9537359243352,16,6,12,26.042371794556853,72.02541293845948,1.7868503255852761,1.8765804340218004,1.1579593015700198,1025.88729016563,0.5790390673441621,0,1,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.125214548068538,72.8749668639296,14,5,9,32.48088327195734,87.57409979819961,8.759966091662509,19.491418747778994,0.16102932985566362,1004.2558037194639,0.5821427086889779,1,0,0,0,2,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.01509737567576,72.82798364095558,9,2,4,30.924235627235376,82.50985566064816,2.8024801572412468,3.0919200715982935,0.24648403985754438,1002.39675353979,0.47173023191639984,1,0,0,0,0,20000.0,3,0.6,1,0.2,0.0,0,1
Mumbai,Maharashtra,19.12577705561527,72.84125522638064,16,3,11,34.857365365938655,65.8418820172438,1.129535875723107,17.2120754462496,0.095358095647551,1028.2007652192124,0.9148716405024614,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.062906484539536,72.94047955282672,5,0,4,18.245449977814342,52.402755673786785,3.9009724523046225,2.8904065747086003,0.016855940848764482,1000.3494480261297,0.6725705269758536,0,0,0,1,2,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.04607345203066,72.94408360317755,6,1,10,31.50346914201327,58.862962735643706,3.7354353677853283,2.6480105864109733,0.07512781513540395,1006.5848725598753,0.8923504172455174,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.10444959881721,72.82511727907095,4,3,2,45.381307051447536,41.46313510871512,54.53828502249044,10.500268022878894,0.722315427131466,1008.4169145197361,0.5789437690574218,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.110369732662008,72.84727880999732,0,3,2,15.115673385996088,43.44569099734032,3.849580195317495,12.588255342689434,0.09295569084762778,1036.774048374237,0.5746712725537896,1,0,0,0,1,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.034561404255935,72.93009663435629,8,4,1,29.431680715145802,53.55421457188257,1.7696214062197557,6.638619197497617,0.8435138193685722,1016.2465213564444,0.6487433764330477,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,19.1718332167984,72.85149510678757,22,1,10,32.47470080932584,70.12286229586694,2.664667568809161,17.986645792008936,0.36710112754515567,1014.0595451698832,0.7257218883735594,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.093555151736535,72.89759855337999,20,4,3,15.506615299849623,53.55416971969508,6.2862426315283635,18.867556645364104,0.8684364017117759,1022.5729087239152,0.8145348725408388,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.00635244541335,72.81852349277952,19,1,2,17.681298203150433,68.84578493489957,1.347932880309144,8.504437986486504,0.09314660346798263,1028.320663387424,0.7723351883388576,1,0,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.111440771125626,72.88653576352698,4,0,10,25.261916981310353,70.05005615408541,10.70652208602257,15.018582010664812,0.6158193956344258,1006.9078549543306,0.5442364033230592,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.037804426934166,72.83230385960148,22,4,3,17.64581880190088,45.87968828447408,14.191733454756806,15.386725144680963,0.6107100083833991,1039.2164063785006,0.7722089461411489,0,0,1,0,4,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.019822478371033,72.81565551102241,21,4,3,35.869957212995466,48.07175128119728,1.9257777334619472,15.139195539583948,0.49126396913911463,1004.7826564202635,0.713912737888705,0,0,1,0,3,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,18.992619774637262,72.97679680517021,17,1,12,26.886726568527425,81.65176580174165,6.2306797147739506,3.466135438101332,0.6096253396147021,1000.4822174208995,0.9329601755316074,0,0,1,0,4,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,18.986095581316434,72.85308023218478,11,1,7,24.754673934506506,73.34430728852963,9.856187548362044,10.31469606248339,0.5752430910602789,995.0902471073886,0.7990959369152983,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.086222868841215,72.95102579139512,2,3,12,36.21267389851455,60.35331653264875,12.928597115272362,13.720434595961734,0.10266735746382209,995.5589380933019,0.7601470874192904,1,0,0,0,5,20000.0,3,0.6,1,0.2,0.0,3,2
Mumbai,Maharashtra,19.055248415198868,72.81242757693236,6,4,3,27.93611947459228,74.25540506453063,0.8577313810967525,14.836135626729632,0.017474730305773237,1027.6145307652534,0.6487731511277227,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.132026082493315,72.78417321915862,23,3,1,28.153710076032418,71.47859439196445,4.74910510333184,14.381275922105456,0.06905537819598312,1020.0886897455313,0.8609095207678845,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.14259562073897,72.94824793525889,12,2,11,42.46661370683761,58.91466555311813,6.09199952864771,14.377138729304098,0.027962760095538126,1002.8556960760118,0.22885613771274335,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,18.98950718831925,72.9329340840518,10,6,10,25.667226774779067,79.50101222167056,23.757434298487162,3.9949776839640627,1.3246698386323785,1006.3856240773133,0.43069061189126706,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.060161432733914,72.82881787183013,7,0,6,22.16063771611013,49.414183911897396,3.265562018966273,6.603697808811616,0.7315395809334516,1033.1230500783367,0.8067191706757331,0,0,1,0,5,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.100192644187686,72.87454235204827,0,6,8,31.06919792700076,80.88521381809738,7.934098500859915,17.56772292890359,4.214858878378919,1024.0066388108205,0.7374069956576765,0,1,0,0,3,20000.0,3,0.6,1,0.2,0.0,3,3
Mumbai,Maharashtra,19.04647273017469,72.85556069751242,6,2,7,30.614147672523558,76.73043262363439,1.417109805376603,16.132276163017657,0.7129628529692854,1006.4822334121963,0.5713084377403329,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,18.99699092365754,72.94458368228794,20,5,10,23.591036250059013,68.71171388016757,1.1503163704225863,14.794796001679666,0.48988966757113606,1017.1048991381067,0.5796949299873599,0,1,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.050511169756913,72.93051515432276,5,6,1,21.279407746989094,87.49371336176313,10.942046389044545,12.138055042152635,0.40338839921249875,1019.4047096488756,0.5775027635088683,0,1,0,0,4,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.147162372583992,72.94220854177225,23,2,11,37.034721346269464,64.00708428667383,1.2973425357571022,7.125727343325453,0.02407198277274606,1015.6226296165464,0.4026739342951586,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,18.977583287853147,72.88196529034408,16,6,12,32.5736331406785,49.79875556255262,7.506549449602438,12.125539176140542,0.12958099950242286,1004.6632586633732,0.7739797879518838,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.043402676442412,72.82055381281083,16,1,9,12.876794949275503,87.70611335225553,13.28220093843684,8.189636942340812,4.138578779964761,1011.6076310366649,0.8361230836373292,0,0,0,1,2,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.175784227809213,72.89725987362753,15,0,6,30.4770701407157,40.85714253601002,0.28939422656929975,11.58140636544655,1.8838692879130277,1030.75039847167,0.871525048178642,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,1,2
Mumbai,Maharashtra,19.00431942499814,72.85742757821836,11,5,4,35.48997425383543,45.150328190810825,7.621104043294698,4.065600965718101,1.7980097056502164,979.2885405389011,0.9490328012112426,0,1,0,0,5,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.141000412077624,72.92225279454769,21,1,3,15.733196468546046,53.47080905691151,13.130260152423261,12.8490694340458,0.01755424447722982,996.742155263434,0.6958673308356517,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.043809134763087,72.88424487693655,23,5,9,17.45734873542918,84.56319825114286,1.4261859574512998,19.890981501376505,2.067133913521504,1009.9100339276144,0.9221034195678204,0,0,0,1,1,20000.0,3,0.6,1,0.2,0.0,3,3
Mumbai,Maharashtra,19.06913483275688,72.83156483460124,20,3,10,32.06099534618116,82.28302327853355,2.0314645625196612,15.77934574876385,1.810513589176723,1008.8597750420394,0.630005250917443,0,0,0,1,0,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,19.112873933417514,72.92679885762874,3,3,4,12.07421971254936,62.84565282740505,5.141154253883809,14.061485589485654,0.8251577143016238,1033.235750924917,0.2943106010343839,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.104847266351356,72.88919580995247,20,5,2,28.816801820236,51.84862043951156,5.476838843011244,18.07010901967635,0.20838054099446182,1018.3456253651818,0.7143299279652976,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.135396948879414,72.91664388157108,4,4,5,46.82833862866569,82.64564796867901,0.11830133289176496,9.688117828651992,0.4064138488360252,997.1962240459595,0.7727059388123818,0,1,0,0,1,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.166091772475358,72.95795800351023,23,6,11,23.562391935028494,49.29833650045927,0.5013231029350713,8.054615465319856,0.42857069628536054,1023.3514292482857,0.6630093226197562,1,0,0,0,0,20000.0,3,0.6,1,0.2,0.0,1,2
Mumbai,Maharashtra,19.03625875646718,72.86252616207308,8,6,6,19.886193995722675,44.476257165852665,16.80476306550297,18.52738826690634,3.332398190165939,1017.8683963450349,0.4078631757689513,0,1,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,18.99917439273946,72.83891784104227,4,0,10,28.551050058220355,60.524973925084524,12.62566265168795,14.822687508612038,0.22585572308394836,1006.1496586217698,0.9044160124926147,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.090074852272963,72.8753563493538,0,4,3,24.629368577409284,55.64385863665238,3.6038152163726056,8.023322996431444,0.2755950688777449,991.9379020051028,0.8781486687560904,0,0,0,1,1,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.1101474395561,72.89838998765745,14,6,10,23.363497841019235,51.314322670314354,0.1562745217164807,11.947642284781853,0.17479232518325208,1015.7858608816954,0.17168139031209684,1,0,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.04255798365116,72.92747268427718,13,6,7,20.72966086397527,82.25419558715497,14.335717236122987,14.089021721774285,0.46947323599319524,1001.2133010588499,0.43944756733814827,0,0,0,1,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,18.999125836750167,72.81732570891974,19,0,9,16.998127322236655,61.672274591363305,11.903150651656384,2.1048159341101518,1.8941421810204928,987.0021639926697,0.5906792967748775,0,0,0,1,1,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,19.00198019683548,72.83181603270806,1,0,6,37.98190446773297,50.81911551655803,8.737536882675084,8.891444174759787,0.9324903219200839,1034.249177097786,0.8720717700491053,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.105083517244775,72.834570012674,8,3,8,40.00332614426228,61.492297301849284,1.7136899025702501,19.28819587946499,0.14127581991889263,1010.9413085118795,0.8260687825951785,1,0,0,0,4,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.07018948817964,72.97425264316597,8,2,7,30.441143610011096,68.03591551409345,3.2969182683663627,8.098971216047856,0.7279888109801622,1022.6927553839591,0.48401284033283365,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,19.001047736380247,72.84923715622638,2,1,6,39.06445567375356,84.58901928669545,8.924328446253035,11.658211012900171,3.718490104068879,1001.0355665257792,0.811032960495828,1,0,0,0,3,20000.0,3,0.6,1,0.2,0.0,1,2
Mumbai,Maharashtra,19.082322002718456,72.9720451768402,22,3,1,30.00201143320433,69.51754585098958,21.820642706846286,9.413914028133965,0.07928003073499539,1027.196281593158,0.7298061975263804,0,1,0,0,4,20000.0,3,0.6,1,0.2,0.0,3,3
Mumbai,Maharashtra,19.07572213816744,72.78201913341879,0,6,7,34.96812469439393,42.57177282902052,0.2935103523132516,7.144267989817263,15.459351752671328,1020.0536149993607,0.7429438716265151,0,0,0,1,1,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.091931474667284,72.84160295489885,16,2,6,21.758902347990105,89.46478354214047,6.307195237153691,7.925560845246267,2.1274034969669637,1022.9562951107416,0.7056403806348593,1,0,0,0,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.02358196023094,72.8352365563982,6,1,4,21.01199188386267,70.03711540724024,0.635086560735008,7.130838966944007,0.26898472595373824,1014.6109787291151,0.933637697048629,0,0,0,1,0,20000.0,3,0.6,1,0.2,0.0,1,0
Mumbai,Maharashtra,19.034194789761113,72.92286848433525,10,5,4,25.741751688504554,76.73327582352812,0.5610901423628396,11.795539733765684,0.2158816163285985,1004.8906671577055,0.7325836342393489,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.084286095448103,72.93074210632923,21,2,4,20.75438388432709,61.81428150064984,1.3718229614630817,18.265696378119006,0.4683025329550683,1025.8513293683584,0.4742434335805235,1,0,0,0,5,20000.0,3,0.6,1,0.2,0.0,1,2
Mumbai,Maharashtra,18.986867298744876,72.87260670004123,8,5,12,25.055297572530787,43.70235925204753,6.6053164086102605,5.430543477081986,0.03431425415916443,1010.349114758692,0.870022846542734,0,0,0,1,0,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,18.992066646022288,72.9083129580732,23,4,6,24.953614315422964,55.77142432998902,2.040238603628885,15.27306304422712,1.645275977259991,1002.8107759516323,0.5318870773332648,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,1,2
Mumbai,Maharashtra,19.09425246652307,72.88023693847796,0,5,7,35.48707416277077,78.70199146726719,7.857253947471765,9.38807945878379,1.3418847412585164,1017.6439615700508,0.5853503788586928,1,0,0,0,1,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,18.998801892575294,72.80440741363381,5,2,3,42.68078396443441,71.32171813715175,3.1230209787908505,11.296320389077213,0.34626675868950446,1010.124733411576,0.7457457992986499,1,0,0,0,2,20000.0,3,0.6,1,0.2,0.0,3,2
Mumbai,Maharashtra,19.095129499677324,72.91504390725375,8,5,5,35.84251295697434,82.2368787623722,6.667909519277431,5.360335876978545,0.20709816219032046,1002.9418145910288,0.6845342106218687,0,1,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.053990267833118,72.96180026651503,14,3,4,23.446512976891892,54.452946788780785,11.54118128510162,13.671774238529272,0.5861212893140658,1025.3189227467826,0.7205062756630207,0,0,1,0,2,20000.0,3,0.6,1,0.2,0.0,3,3
Mumbai,Maharashtra,19.162894032823264,72.79809397881836,15,5,5,31.859745655197035,85.162056910145,12.497516434452688,8.414581927404779,0.9206772968646327,999.6234611941752,0.7704777623043569,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,19.10937837907355,72.89121718032335,22,5,6,23.983154851233476,77.80108974050299,10.221581629144687,19.746760434339404,0.057420979534703875,1016.1631949028064,0.4346235391603058,0,1,0,0,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,18.997767966170116,72.839591515671,11,3,9,18.187710105176386,72.07689866585147,10.83283192348354,11.361872531896537,0.44990397304111596,998.7977057822987,0.7677242988180206,1,0,0,0,2,20000.0,3,0.6,1,0.2,0.0,2,2
Mumbai,Maharashtra,18.985559817196705,72.92239983905704,1,3,6,9.118977827817343,78.22871455401031,22.244584976639082,9.55286371334354,0.45900158306599437,1031.10185874759,0.7661943752613511,0,0,1,0,0,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.11876591905135,72.90095691498274,21,0,7,20.65974775215195,46.32374201733,13.329381313928458,11.663077031997442,1.5332337087822923,1013.1467884160688,0.7541107115468285,0,0,0,1,3,20000.0,3,0.6,1,0.2,0.0,2,1
Mumbai,Maharashtra,19.027726206490204,72.8207849525424,6,5,2,39.82958146615327,89.68886830700035,32.682071874151305,2.1891001388659874,0.5905781966531368,992.947660780547,0.6194857747165636,0,0,1,0,1,20000.0,3,0.6,1,0.2,0.0,0,0
Mumbai,Maharashtra,19.141426777978037,72.84797209635872,15,4,11,25.185038010723098,69.99851487901338,3.3244089652486535,6.522304931998099,0.8057099707355718,988.9462734172836,0.724747956287756,1,0,0,0,0,20000.0,3,0.6,1,0.2,0.0,1,1
Mumbai,Maharashtra,19.036611526428132,72.8495986068498,5,3,10,28.663049908966265,66.37303217968075,26.960373000898144,10.327089203080062,0.14940585060657186,1028.3469322401645,0.4773672248114555,0,0,1,0,2,20000.0,3,0.6,1,0.2,0.0,2,3
Delhi,Delhi,28.545575853833817,77.26182546988602,0,5,5,29.29502104558396,72.62515851677996,43.28509797854291,10.927958759626028,0.1345349105010318,1012.5493883112326,0.9715522568858538,0,0,0,1,0,19000.0,4,0.8,0,0.3,0.0,2,1
Delhi,Delhi,28.602584798250792,77.2309654663486,2,0,9,22.361648774448447,81.31061699439564,10.534490998461685,4.47608002223056,7.4551826079584895,1016.9358529818662,0.8567443691530272,0,0,1,0,0,19000.0,4,0.8,0,0.3,0.0,2,1
Delhi,Delhi,28.59970062227021,77.27226184766029,6,0,2,27.001822260964687,69.71910067252232,23.418728657994837,14.18286065867048,0.015770663727850718,1004.5521685409169,0.7691131074771664,0,1,0,0,4,19000.0,4,0.8,0,0.3,0.0,2,2
Delhi,Delhi,28.618648229484176,77.22516289610171,2,5,3,31.37995739046864,84.07308167845287,11.44353138133775,3.4772563602371913,0.07571206247190451,1008.1358305781943,0.4933813117074707,0,1,0,0,4,19000.0,4,0.8,0,0.3,0.0,3,2
Delhi,Delhi,28.590085621312063,77.11600566012225,23,5,4,18.76881066902706,64.73006781637885,14.384220361467598,5.647821554123316,0.18325042340868375,988.314229347789,0.8614679303027643,1,0,0,0,4,19000.0,4,0.8,0,0.3,0.0,3,3
Delhi,Delhi,28.59191877816896,77.28882721162825,14,3,1,12.035635014709639,82.08768775943902,23.59420685585757,10.618033262948872,0.3635839315499215,1009.3288332341842,0.4050870539313371,1,0,0,0,0,19000.0,4,0.8,0,0.3,0.0,0,0
